t	pi	freq
37650	0.00019998	0.0001
37675	0.00019998	0.0001
37700	0	0
37725	0.00019998	0.0001
37750	0	0
37775	0	0
37800	0	0
37825	0.00019998	0.0001
37850	0	0
37875	0	0
37900	0	0
37925	0	0
37950	0	0
37975	0	0
38000	0	0
38025	0	0
38050	0	0
38075	0	0
38100	0	0
38125	0	0
38150	0.00039992	0.0002
38175	0	0
38200	0	0
38225	0	0
38250	0.00019998	0.0001
38275	0	0
38300	0	0
38325	0	0
38350	0.00059982	0.0003
38375	0	0
38400	0.00039992	0.0002
38425	0	0
38450	0	0
38475	0	0
38500	0	0
38525	0	0
38550	0	0
38575	0.00059982	0.0003
38600	0	0
38625	0	0
38650	0	0
38675	0	0
38700	0	0
38725	0	0
38750	0.00019998	0.0001
38775	0	0
38800	0.00159872	0.0008
38825	0	0
38850	0	0
38875	0	0
38900	0	0
38925	0	0
38950	0	0
38975	0	0
39000	0.00059982	0.0003
39025	0	0
39050	0.00019998	0.0001
39075	0.00079968	0.0004
39100	0	0
39125	0	0
39150	0	0
39175	0	0
39200	0	0
39225	0	0
39250	0.00039992	0.0002
39275	0.00019998	0.0001
39300	0.00059982	0.0003
39325	0	0
39350	0.00019998	0.0001
39375	0.00019998	0.0001
39400	0	0
39425	0.00059982	0.0003
39450	0	0
39475	0.00019998	0.0001
39500	0	0
39525	0	0
39550	0	0
39575	0.00039992	0.0002
39600	0.00039992	0.0002
39625	0	0
39650	0.00039992	0.0002
39675	0	0
39700	0.00079968	0.0004
39725	0	0
39750	0.00059982	0.0003
39775	0.00019998	0.0001
39800	0	0
39825	0	0
39850	0.00179838	0.0009
39875	0	0
39900	0.00019998	0.0001
39925	0	0
39950	0	0
39975	0.00039992	0.0002
40000	0	0
40025	0	0
40050	0	0
40075	0	0
40100	0	0
40125	0.00019998	0.0001
40150	0	0
40175	0	0
40200	0	0
40225	0	0
40250	0	0
40275	0.00019998	0.0001
40300	0	0
40325	0	0
40350	0.00019998	0.0001
40375	0	0
40400	0.00059982	0.0003
40425	0	0
40450	0.00059982	0.0003
40475	0	0
40500	0	0
40525	0.00039992	0.0002
40550	0.00019998	0.0001
40575	0	0
40600	0.00019998	0.0001
40625	0	0
40650	0.00039992	0.0002
40675	0.00019998	0.0001
40700	0	0
40725	0	0
40750	0	0
40775	0	0
40800	0	0
40825	0.00239712	0.0012
40850	0	0
40875	0	0
40900	0	0
40925	0.00059982	0.0003
40950	0	0
40975	0	0
41000	0.00039992	0.0002
41025	0	0
41050	0.00019998	0.0001
41075	0.00079968	0.0004
41100	0	0
41125	0	0
41150	0	0
41175	0.00059982	0.0003
41200	0	0
41225	0.00039992	0.0002
41250	0	0
41275	0	0
41300	0	0
41325	0	0
41350	0	0
41375	0	0
41400	0.00019998	0.0001
41425	0	0
41450	0	0
41475	0.0009995	0.0005
41500	0.00079968	0.0004
41525	0.00159872	0.0008
41550	0.00039992	0.0002
41575	0	0
41600	0	0
41625	0	0
41650	0	0
41675	0	0
41700	0	0
41725	0.00019998	0.0001
41750	0.00019998	0.0001
41775	0.00039992	0.0002
41800	0	0
41825	0.00019998	0.0001
41850	0.00059982	0.0003
41875	0.00019998	0.0001
41900	0	0
41925	0	0
41950	0	0
41975	0	0
42000	0	0
42025	0.0009995	0.0005
42050	0	0
42075	0.00039992	0.0002
42100	0	0
42125	0	0
42150	0.00019998	0.0001
42175	0.00039992	0.0002
42200	0	0
42225	0	0
42250	0	0
42275	0.00019998	0.0001
42300	0	0
42325	0	0
42350	0.00019998	0.0001
42375	0.0009995	0.0005
42400	0	0
42425	0	0
42450	0	0
42475	0	0
42500	0	0
42525	0	0
42550	0	0
42575	0.00059982	0.0003
42600	0	0
42625	0	0
42650	0.00039992	0.0002
42675	0	0
42700	0	0
42725	0	0
42750	0.00019998	0.0001
42775	0	0
42800	0	0
42825	0	0
42850	0	0
42875	0.00039992	0.0002
42900	0	0
42925	0	0
42950	0	0
42975	0	0
43000	0	0
43025	0.00039992	0.0002
43050	0.0009995	0.0005
43075	0.00019998	0.0001
43100	0.00019998	0.0001
43125	0	0
43150	0	0
43175	0	0
43200	0	0
43225	0.00019998	0.0001
43250	0	0
43275	0	0
43300	0	0
43325	0.00019998	0.0001
43350	0.00039992	0.0002
43375	0	0
43400	0.00019998	0.0001
43425	0.00039992	0.0002
43450	0	0
43475	0	0
43500	0	0
43525	0.00019998	0.0001
43550	0	0
43575	0	0
43600	0.00019998	0.0001
43625	0	0
43650	0	0
43675	0	0
43700	0.00059982	0.0003
43725	0	0
43750	0	0
43775	0	0
43800	0.00059982	0.0003
43825	0	0
43850	0	0
43875	0.00019998	0.0001
43900	0.00019998	0.0001
43925	0	0
43950	0.00019998	0.0001
43975	0	0
44000	0.00039992	0.0002
44025	0	0
44050	0	0
44075	0	0
44100	0	0
44125	0	0
44150	0	0
44175	0.00059982	0.0003
44200	0	0
44225	0.00039992	0.0002
44250	0	0
44275	0	0
44300	0	0
44325	0.00039992	0.0002
44350	0	0
44375	0	0
44400	0.00019998	0.0001
44425	0	0
44450	0	0
44475	0.00019998	0.0001
44500	0	0
44525	0.00059982	0.0003
44550	0.00059982	0.0003
44575	0	0
44600	0.001998	0.001
44625	0	0
44650	0	0
44675	0	0
44700	0	0
44725	0	0
44750	0	0
44775	0	0
44800	0	0
44825	0	0
44850	0	0
44875	0.00019998	0.0001
44900	0	0
44925	0	0
44950	0	0
44975	0	0
45000	0.00039992	0.0002
45025	0	0
45050	0	0
45075	0	0
45100	0	0
45125	0	0
45150	0	0
45175	0.00019998	0.0001
45200	0.00139902	0.0007
45225	0	0
45250	0.00019998	0.0001
45275	0	0
45300	0.00039992	0.0002
45325	0.00039992	0.0002
45350	0	0
45375	0.00039992	0.0002
45400	0	0
45425	0.00019998	0.0001
45450	0	0
45475	0	0
45500	0	0
45525	0	0
45550	0	0
45575	0	0
45600	0	0
45625	0	0
45650	0	0
45675	0	0
45700	0.00039992	0.0002
45725	0	0
45750	0	0
45775	0	0
45800	0	0
45825	0	0
45850	0.00019998	0.0001
45875	0	0
45900	0.00119928	0.0006
45925	0.00059982	0.0003
45950	0.00079968	0.0004
45975	0	0
46000	0.00079968	0.0004
46025	0	0
46050	0.00039992	0.0002
46075	0	0
46100	0.00019998	0.0001
46125	0	0
46150	0.00079968	0.0004
46175	0	0
46200	0	0
46225	0	0
46250	0	0
46275	0	0
46300	0.00039992	0.0002
46325	0	0
46350	0	0
46375	0	0
46400	0.00059982	0.0003
46425	0	0
46450	0	0
46475	0.00059982	0.0003
46500	0	0
46525	0.00019998	0.0001
46550	0.00019998	0.0001
46575	0	0
46600	0	0
46625	0	0
46650	0.00079968	0.0004
46675	0.00139902	0.0007
46700	0	0
46725	0	0
46750	0	0
46775	0	0
46800	0	0
46825	0	0
46850	0	0
46875	0.00019998	0.0001
46900	0	0
46925	0.00019998	0.0001
46950	0.00039992	0.0002
46975	0	0
47000	0	0
47025	0	0
47050	0	0
47075	0	0
47100	0	0
47125	0	0
47150	0	0
47175	0.00119928	0.0006
47200	0	0
47225	0	0
47250	0.00019998	0.0001
47275	0	0
47300	0.00019998	0.0001
47325	0	0
47350	0.00019998	0.0001
47375	0	0
47400	0	0
47425	0.00039992	0.0002
47450	0	0
47475	0	0
47500	0	0
47525	0	0
47550	0.00059982	0.0003
47575	0.00059982	0.0003
47600	0.00019998	0.0001
47625	0	0
47650	0	0
47675	0	0
47700	0.00059982	0.0003
47725	0	0
47750	0.00079968	0.0004
47775	0	0
47800	0	0
47825	0	0
47850	0	0
47875	0.00019998	0.0001
47900	0	0
47925	0	0
47950	0.00059982	0.0003
47975	0	0
48000	0	0
48025	0	0
48050	0.00039992	0.0002
48075	0	0
48100	0	0
48125	0	0
48150	0.00059982	0.0003
48175	0	0
48200	0	0
48225	0	0
48250	0.00019998	0.0001
48275	0	0
48300	0	0
48325	0.00019998	0.0001
48350	0	0
48375	0.00019998	0.0001
48400	0	0
48425	0.00019998	0.0001
48450	0	0
48475	0.00019998	0.0001
48500	0.00019998	0.0001
48525	0.0009995	0.0005
48550	0.00079968	0.0004
48575	0	0
48600	0	0
48625	0	0
48650	0	0
48675	0.00039992	0.0002
48700	0	0
48725	0	0
48750	0	0
48775	0	0
48800	0	0
48825	0.00019998	0.0001
48850	0.0009995	0.0005
48875	0	0
48900	0	0
48925	0.00039992	0.0002
48950	0.00019998	0.0001
48975	0.00079968	0.0004
49000	0.00059982	0.0003
49025	0	0
49050	0.00019998	0.0001
49075	0.00079968	0.0004
49100	0	0
49125	0	0
49150	0.00039992	0.0002
49175	0	0
49200	0	0
49225	0	0
49250	0	0
49275	0	0
49300	0	0
49325	0	0
49350	0	0
49375	0	0
49400	0.00019998	0.0001
49425	0	0
49450	0.00019998	0.0001
49475	0	0
49500	0	0
49525	0	0
49550	0.00019998	0.0001
49575	0	0
49600	0.00059982	0.0003
49625	0	0
49650	0	0
49675	0	0
49700	0	0
49725	0	0
49750	0	0
49775	0	0
49800	0.00059982	0.0003
49825	0	0
49850	0.00119928	0.0006
49875	0	0
49900	0.00079968	0.0004
49925	0	0
49950	0	0
49975	0.00019998	0.0001
50000	0	0
50025	0	0
50050	0	0
50075	0.00059982	0.0003
50100	0.00019998	0.0001
50125	0	0
50150	0	0
50175	0.00019998	0.0001
50200	0	0
50225	0	0
50250	0	0
50275	0.00039992	0.0002
50300	0.00019998	0.0001
50325	0.00059982	0.0003
50350	0	0
50375	0.00039992	0.0002
50400	0	0
50425	0.00039992	0.0002
50450	0	0
50475	0	0
50500	0.00019998	0.0001
50525	0	0
50550	0.00219758	0.0011
50575	0	0
50600	0	0
50625	0	0
50650	0	0
50675	0	0
50700	0.00079968	0.0004
50725	0	0
50750	0	0
50775	0	0
50800	0.0009995	0.0005
50825	0	0
50850	0.00159872	0.0008
50875	0	0
50900	0.00059982	0.0003
50925	0.00039992	0.0002
50950	0	0
50975	0.00019998	0.0001
51000	0.00059982	0.0003
51025	0	0
51050	0	0
51075	0.00079968	0.0004
51100	0.00059982	0.0003
51125	0	0
51150	0.00019998	0.0001
51175	0.00059982	0.0003
51200	0	0
51225	0.00019998	0.0001
51250	0.00039992	0.0002
51275	0.00019998	0.0001
51300	0.00019998	0.0001
51325	0	0
51350	0.00019998	0.0001
51375	0.00019998	0.0001
51400	0.00019998	0.0001
51425	0	0
51450	0	0
51475	0	0
51500	0	0
51525	0	0
51550	0	0
51575	0.00039992	0.0002
51600	0	0
51625	0	0
51650	0	0
51675	0	0
51700	0	0
51725	0	0
51750	0	0
51775	0	0
51800	0.0009995	0.0005
51825	0	0
51850	0	0
51875	0	0
51900	0	0
51925	0	0
51950	0.00059982	0.0003
51975	0.00039992	0.0002
52000	0	0
52025	0	0
52050	0.00059982	0.0003
52075	0	0
52100	0	0
52125	0	0
52150	0.00019998	0.0001
52175	0.00019998	0.0001
52200	0.0009995	0.0005
52225	0.00019998	0.0001
52250	0	0
52275	0	0
52300	0.00019998	0.0001
52325	0	0
52350	0	0
52375	0	0
52400	0	0
52425	0	0
52450	0.00019998	0.0001
52475	0.00019998	0.0001
52500	0	0
52525	0	0
52550	0.00019998	0.0001
52575	0	0
52600	0.00059982	0.0003
52625	0	0
52650	0	0
52675	0	0
52700	0.00039992	0.0002
52725	0	0
52750	0	0
52775	0.00079968	0.0004
52800	0	0
52825	0	0
52850	0	0
52875	0	0
52900	0	0
52925	0.00039992	0.0002
52950	0.0009995	0.0005
52975	0.00019998	0.0001
53000	0.00079968	0.0004
53025	0	0
53050	0.00019998	0.0001
53075	0.0009995	0.0005
53100	0.00039992	0.0002
53125	0.00059982	0.0003
53150	0	0
53175	0	0
53200	0	0
53225	0	0
53250	0	0
53275	0	0
53300	0	0
53325	0	0
53350	0	0
53375	0	0
53400	0	0
53425	0.00019998	0.0001
53450	0	0
53475	0	0
53500	0	0
53525	0	0
53550	0	0
53575	0	0
53600	0.00019998	0.0001
53625	0	0
53650	0	0
53675	0	0
53700	0	0
53725	0	0
53750	0.00019998	0.0001
53775	0.0009995	0.0005
53800	0	0
53825	0	0
53850	0	0
53875	0	0
53900	0.00039992	0.0002
53925	0	0
53950	0	0
53975	0.00019998	0.0001
54000	0.00079968	0.0004
54025	0	0
54050	0.00039992	0.0002
54075	0	0
54100	0	0
54125	0	0
54150	0.00059982	0.0003
54175	0.00019998	0.0001
54200	0	0
54225	0	0
54250	0	0
54275	0	0
54300	0.00019998	0.0001
54325	0	0
54350	0	0
54375	0	0
54400	0	0
54425	0	0
54450	0	0
54475	0	0
54500	0	0
54525	0.00019998	0.0001
54550	0	0
54575	0	0
54600	0.00039992	0.0002
54625	0	0
54650	0	0
54675	0	0
54700	0.00119928	0.0006
54725	0.00019998	0.0001
54750	0	0
54775	0	0
54800	0	0
54825	0.00019998	0.0001
54850	0.00019998	0.0001
54875	0	0
54900	0.00039992	0.0002
54925	0	0
54950	0.00019998	0.0001
54975	0.00019998	0.0001
55000	0	0
55025	0	0
55050	0	0
55075	0	0
55100	0	0
55125	0.00019998	0.0001
55150	0	0
55175	0	0
55200	0	0
55225	0.00039992	0.0002
55250	0.00039992	0.0002
55275	0	0
55300	0.00019998	0.0001
55325	0	0
55350	0	0
55375	0.00079968	0.0004
55400	0	0
55425	0	0
55450	0	0
55475	0	0
55500	0	0
55525	0	0
55550	0.00019998	0.0001
55575	0	0
55600	0.00059982	0.0003
55625	0	0
55650	0.00019998	0.0001
55675	0	0
55700	0	0
55725	0	0
55750	0	0
55775	0.00059982	0.0003
55800	0.00019998	0.0001
55825	0	0
55850	0	0
55875	0.00019998	0.0001
55900	0	0
55925	0	0
55950	0	0
55975	0	0
56000	0	0
56025	0.00019998	0.0001
56050	0	0
56075	0	0
56100	0	0
56125	0	0
56150	0	0
56175	0	0
56200	0.0009995	0.0005
56225	0.00019998	0.0001
56250	0.001998	0.001
56275	0	0
56300	0.00019998	0.0001
56325	0.00019998	0.0001
56350	0.00019998	0.0001
56375	0.00059982	0.0003
56400	0	0
56425	0	0
56450	0	0
56475	0	0
56500	0	0
56525	0	0
56550	0	0
56575	0.00019998	0.0001
56600	0.00039992	0.0002
56625	0.00059982	0.0003
56650	0	0
56675	0	0
56700	0	0
56725	0	0
56750	0.00039992	0.0002
56775	0	0
56800	0	0
56825	0	0
56850	0.00039992	0.0002
56875	0	0
56900	0	0
56925	0.00059982	0.0003
56950	0	0
56975	0	0
57000	0	0
57025	0	0
57050	0	0
57075	0	0
57100	0	0
57125	0	0
57150	0	0
57175	0	0
57200	0	0
57225	0	0
57250	0	0
57275	0.00019998	0.0001
57300	0	0
57325	0	0
57350	0	0
57375	0	0
57400	0	0
57425	0.00019998	0.0001
57450	0	0
57475	0	0
57500	0	0
57525	0.00039992	0.0002
57550	0	0
57575	0.00039992	0.0002
57600	0	0
57625	0.00079968	0.0004
57650	0.00019998	0.0001
57675	0	0
57700	0	0
57725	0	0
57750	0.00039992	0.0002
57775	0	0
57800	0	0
57825	0	0
57850	0	0
57875	0	0
57900	0.00339422	0.0017
57925	0	0
57950	0.00019998	0.0001
57975	0	0
58000	0	0
58025	0.00019998	0.0001
58050	0	0
58075	0.00019998	0.0001
58100	0	0
58125	0.00019998	0.0001
58150	0.0009995	0.0005
58175	0	0
58200	0	0
58225	0	0
58250	0.00039992	0.0002
58275	0	0
58300	0	0
58325	0.00019998	0.0001
58350	0.00059982	0.0003
58375	0	0
58400	0	0
58425	0.00019998	0.0001
58450	0	0
58475	0	0
58500	0	0
58525	0	0
58550	0	0
58575	0	0
58600	0	0
58625	0	0
58650	0.00039992	0.0002
58675	0.00059982	0.0003
58700	0.00039992	0.0002
58725	0.00019998	0.0001
58750	0	0
58775	0.00059982	0.0003
58800	0	0
58825	0	0
58850	0.00019998	0.0001
58875	0.00019998	0.0001
58900	0.00019998	0.0001
58925	0	0
58950	0	0
58975	0.00019998	0.0001
59000	0.00019998	0.0001
59025	0	0
59050	0.00019998	0.0001
59075	0.00019998	0.0001
59100	0	0
59125	0	0
59150	0.00039992	0.0002
59175	0.00019998	0.0001
59200	0	0
59225	0.00039992	0.0002
59250	0	0
59275	0	0
59300	0.00019998	0.0001
59325	0	0
59350	0.00039992	0.0002
59375	0	0
59400	0	0
59425	0	0
59450	0	0
59475	0	0
59500	0	0
59525	0	0
59550	0	0
59575	0	0
59600	0	0
59625	0	0
59650	0	0
59675	0	0
59700	0.00019998	0.0001
59725	0.00039992	0.0002
59750	0.00019998	0.0001
59775	0.00039992	0.0002
59800	0	0
59825	0	0
59850	0	0
59875	0	0
59900	0.00019998	0.0001
59925	0	0
59950	0.00079968	0.0004
59975	0	0
60000	0	0
60025	0	0
60050	0	0
60075	0	0
60100	0	0
60125	0	0
60150	0.00059982	0.0003
60175	0	0
60200	0	0
60225	0	0
60250	0.00019998	0.0001
60275	0	0
60300	0	0
60325	0	0
60350	0	0
60375	0	0
60400	0	0
60425	0.00019998	0.0001
60450	0	0
60475	0.00059982	0.0003
60500	0.00059982	0.0003
60525	0	0
60550	0	0
60575	0	0
60600	0.00019998	0.0001
60625	0.00079968	0.0004
60650	0	0
60675	0	0
60700	0	0
60725	0	0
60750	0	0
60775	0	0
60800	0	0
60825	0	0
60850	0	0
60875	0.00019998	0.0001
60900	0	0
60925	0	0
60950	0	0
60975	0.0009995	0.0005
61000	0	0
61025	0	0
61050	0	0
61075	0	0
61100	0	0
61125	0.00019998	0.0001
61150	0.00019998	0.0001
61175	0.00019998	0.0001
61200	0	0
61225	0	0
61250	0	0
61275	0.00019998	0.0001
61300	0	0
61325	0	0
61350	0	0
61375	0.00039992	0.0002
61400	0	0
61425	0	0
61450	0	0
61475	0	0
61500	0.00019998	0.0001
61525	0	0
61550	0	0
61575	0.0009995	0.0005
61600	0.00039992	0.0002
61625	0	0
61650	0	0
61675	0	0
61700	0	0
61725	0	0
61750	0	0
61775	0.00059982	0.0003
61800	0	0
61825	0	0
61850	0	0
61875	0	0
61900	0.00059982	0.0003
61925	0.00059982	0.0003
61950	0	0
61975	0	0
62000	0	0
62025	0	0
62050	0	0
62075	0.00039992	0.0002
62100	0	0
62125	0.00039992	0.0002
62150	0.00019998	0.0001
62175	0	0
62200	0	0
62225	0	0
62250	0	0
62275	0	0
62300	0	0
62325	0	0
62350	0	0
62375	0.00059982	0.0003
62400	0	0
62425	0	0
62450	0	0
62475	0	0
62500	0	0
62525	0.00019998	0.0001
62550	0	0
62575	0.00019998	0.0001
62600	0.00059982	0.0003
62625	0.0009995	0.0005
62650	0.0009995	0.0005
62675	0.00019998	0.0001
62700	0	0
62725	0.00019998	0.0001
62750	0	0
62775	0	0
62800	0	0
62825	0.00119928	0.0006
62850	0.00019998	0.0001
62875	0.00019998	0.0001
62900	0	0
62925	0	0
62950	0	0
62975	0.00059982	0.0003
63000	0	0
63025	0	0
63050	0.00039992	0.0002
63075	0	0
63100	0	0
63125	0	0
63150	0.00079968	0.0004
63175	0	0
63200	0.00079968	0.0004
63225	0.00019998	0.0001
63250	0	0
63275	0	0
63300	0	0
63325	0	0
63350	0	0
63375	0	0
63400	0	0
63425	0.00019998	0.0001
63450	0	0
63475	0	0
63500	0	0
63525	0	0
63550	0	0
63575	0	0
63600	0	0
63625	0.00039992	0.0002
63650	0.00019998	0.0001
63675	0	0
63700	0	0
63725	0	0
63750	0	0
63775	0	0
63800	0	0
63825	0.00059982	0.0003
63850	0.00039992	0.0002
63875	0	0
63900	0	0
63925	0	0
63950	0	0
63975	0	0
64000	0	0
64025	0	0
64050	0	0
64075	0.00039992	0.0002
64100	0	0
64125	0	0
64150	0.00039992	0.0002
64175	0	0
64200	0	0
64225	0	0
64250	0	0
64275	0.00019998	0.0001
64300	0	0
64325	0.00019998	0.0001
64350	0	0
64375	0.00079968	0.0004
64400	0	0
64425	0.0009995	0.0005
64450	0	0
64475	0.0009995	0.0005
64500	0.00039992	0.0002
64525	0	0
64550	0	0
64575	0.00059982	0.0003
64600	0	0
64625	0.0009995	0.0005
64650	0	0
64675	0	0
64700	0.00059982	0.0003
64725	0	0
64750	0.00039992	0.0002
64775	0.00039992	0.0002
64800	0.0009995	0.0005
64825	0.00039992	0.0002
64850	0	0
64875	0	0
64900	0	0
64925	0	0
64950	0	0
64975	0	0
65000	0	0
65025	0	0
65050	0	0
65075	0	0
65100	0.00119928	0.0006
65125	0.00039992	0.0002
65150	0	0
65175	0.00159872	0.0008
65200	0.00039992	0.0002
65225	0	0
65250	0.00139902	0.0007
65275	0.00019998	0.0001
65300	0	0
65325	0.00019998	0.0001
65350	0	0
65375	0	0
65400	0	0
65425	0	0
65450	0	0
65475	0	0
65500	0	0
65525	0	0
65550	0	0
65575	0	0
65600	0	0
65625	0	0
65650	0	0
65675	0.00019998	0.0001
65700	0	0
65725	0	0
65750	0	0
65775	0	0
65800	0	0
65825	0	0
65850	0.00119928	0.0006
65875	0	0
65900	0	0
65925	0	0
65950	0	0
65975	0	0
66000	0	0
66025	0	0
66050	0	0
66075	0.00019998	0.0001
66100	0.00039992	0.0002
66125	0	0
66150	0.00139902	0.0007
66175	0	0
66200	0	0
66225	0	0
66250	0	0
66275	0	0
66300	0.00019998	0.0001
66325	0	0
66350	0.00019998	0.0001
66375	0	0
66400	0	0
66425	0.00019998	0.0001
66450	0	0
66475	0.00039992	0.0002
66500	0	0
66525	0	0
66550	0	0
66575	0.00059982	0.0003
66600	0.00119928	0.0006
66625	0	0
66650	0.00019998	0.0001
66675	0	0
66700	0	0
66725	0	0
66750	0	0
66775	0	0
66800	0	0
66825	0	0
66850	0	0
66875	0	0
66900	0.00039992	0.0002
66925	0	0
66950	0	0
66975	0	0
67000	0	0
67025	0	0
67050	0	0
67075	0.00059982	0.0003
67100	0.00039992	0.0002
67125	0	0
67150	0	0
67175	0	0
67200	0.00019998	0.0001
67225	0	0
67250	0	0
67275	0.00019998	0.0001
67300	0.00119928	0.0006
67325	0	0
67350	0	0
67375	0	0
67400	0	0
67425	0	0
67450	0.00019998	0.0001
67475	0	0
67500	0	0
67525	0	0
67550	0.00019998	0.0001
67575	0	0
67600	0	0
67625	0	0
67650	0	0
67675	0	0
67700	0	0
67725	0.00059982	0.0003
67750	0	0
67775	0	0
67800	0	0
67825	0.00059982	0.0003
67850	0	0
67875	0	0
67900	0	0
67925	0	0
67950	0	0
67975	0	0
68000	0	0
68025	0	0
68050	0	0
68075	0.00019998	0.0001
68100	0	0
68125	0.00039992	0.0002
68150	0	0
68175	0	0
68200	0.00079968	0.0004
68225	0.00039992	0.0002
68250	0	0
68275	0	0
68300	0	0
68325	0	0
68350	0.00019998	0.0001
68375	0	0
68400	0	0
68425	0	0
68450	0.00019998	0.0001
68475	0.00059982	0.0003
68500	0	0
68525	0.00019998	0.0001
68550	0	0
68575	0.00039992	0.0002
68600	0	0
68625	0	0
68650	0.0009995	0.0005
68675	0.00019998	0.0001
68700	0.00039992	0.0002
68725	0.00039992	0.0002
68750	0	0
68775	0	0
68800	0	0
68825	0.00039992	0.0002
68850	0	0
68875	0	0
68900	0.00019998	0.0001
68925	0	0
68950	0.00019998	0.0001
68975	0.00119928	0.0006
69000	0	0
69025	0.00059982	0.0003
69050	0.00119928	0.0006
69075	0	0
69100	0.00059982	0.0003
69125	0	0
69150	0.00019998	0.0001
69175	0	0
69200	0	0
69225	0	0
69250	0	0
69275	0	0
69300	0.00019998	0.0001
69325	0.00019998	0.0001
69350	0	0
69375	0	0
69400	0	0
69425	0.00019998	0.0001
69450	0.00059982	0.0003
69475	0	0
69500	0	0
69525	0	0
69550	0	0
69575	0	0
69600	0.00039992	0.0002
69625	0.00019998	0.0001
69650	0	0
69675	0	0
69700	0.00039992	0.0002
69725	0.00019998	0.0001
69750	0.00019998	0.0001
69775	0	0
69800	0	0
69825	0.00039992	0.0002
69850	0.00039992	0.0002
69875	0	0
69900	0	0
69925	0	0
69950	0.00019998	0.0001
69975	0.00019998	0.0001
70000	0	0
70025	0	0
70050	0.00079968	0.0004
70075	0	0
70100	0.00039992	0.0002
70125	0.00019998	0.0001
70150	0	0
70175	0.00119928	0.0006
70200	0	0
70225	0	0
70250	0	0
70275	0	0
70300	0.00059982	0.0003
70325	0	0
70350	0.00059982	0.0003
70375	0.00019998	0.0001
70400	0	0
70425	0	0
70450	0.00039992	0.0002
70475	0.00019998	0.0001
70500	0	0
70525	0.00039992	0.0002
70550	0.00019998	0.0001
70575	0	0
70600	0.00039992	0.0002
70625	0	0
70650	0	0
70675	0	0
70700	0.00059982	0.0003
70725	0.00059982	0.0003
70750	0	0
70775	0	0
70800	0	0
70825	0	0
70850	0.00039992	0.0002
70875	0	0
70900	0	0
70925	0	0
70950	0.00019998	0.0001
70975	0	0
71000	0	0
71025	0	0
71050	0	0
71075	0	0
71100	0	0
71125	0	0
71150	0.00019998	0.0001
71175	0	0
71200	0.00019998	0.0001
71225	0	0
71250	0	0
71275	0	0
71300	0	0
71325	0	0
71350	0.00119928	0.0006
71375	0	0
71400	0.00019998	0.0001
71425	0	0
71450	0	0
71475	0	0
71500	0	0
71525	0	0
71550	0.00039992	0.0002
71575	0	0
71600	0	0
71625	0.0009995	0.0005
71650	0	0
71675	0.00019998	0.0001
71700	0.00039992	0.0002
71725	0	0
71750	0.00019998	0.0001
71775	0.00019998	0.0001
71800	0	0
71825	0	0
71850	0.0009995	0.0005
71875	0	0
71900	0.00019998	0.0001
71925	0.00179838	0.0009
71950	0	0
71975	0.00019998	0.0001
72000	0.00019998	0.0001
72025	0	0
72050	0	0
72075	0.00059982	0.0003
72100	0	0
72125	0.00039992	0.0002
72150	0	0
72175	0	0
72200	0	0
72225	0.00019998	0.0001
72250	0	0
72275	0	0
72300	0.00019998	0.0001
72325	0	0
72350	0	0
72375	0	0
72400	0.00019998	0.0001
72425	0	0
72450	0.00019998	0.0001
72475	0.00019998	0.0001
72500	0	0
72525	0	0
72550	0	0
72575	0	0
72600	0.00019998	0.0001
72625	0.00019998	0.0001
72650	0	0
72675	0.00059982	0.0003
72700	0.00019998	0.0001
72725	0.00019998	0.0001
72750	0	0
72775	0	0
72800	0.00019998	0.0001
72825	0.00019998	0.0001
72850	0.00019998	0.0001
72875	0	0
72900	0.00079968	0.0004
72925	0	0
72950	0	0
72975	0	0
73000	0	0
73025	0	0
73050	0	0
73075	0	0
73100	0.00019998	0.0001
73125	0	0
73150	0	0
73175	0.00059982	0.0003
73200	0	0
73225	0	0
73250	0.00039992	0.0002
73275	0	0
73300	0.00039992	0.0002
73325	0	0
73350	0.00039992	0.0002
73375	0.00039992	0.0002
73400	0	0
73425	0	0
73450	0.00019998	0.0001
73475	0	0
73500	0	0
73525	0	0
73550	0	0
73575	0	0
73600	0.00059982	0.0003
73625	0	0
73650	0	0
73675	0	0
73700	0	0
73725	0	0
73750	0.00019998	0.0001
73775	0.00019998	0.0001
73800	0	0
73825	0	0
73850	0	0
73875	0	0
73900	0.00019998	0.0001
73925	0	0
73950	0.00059982	0.0003
73975	0	0
74000	0	0
74025	0	0
74050	0.00179838	0.0009
74075	0	0
74100	0	0
74125	0	0
74150	0.0009995	0.0005
74175	0	0
74200	0	0
74225	0.00039992	0.0002
74250	0.00039992	0.0002
74275	0	0
74300	0	0
74325	0	0
74350	0.00039992	0.0002
74375	0	0
74400	0	0
74425	0.00039992	0.0002
74450	0	0
74475	0.00059982	0.0003
74500	0	0
74525	0.00019998	0.0001
74550	0	0
74575	0	0
74600	0	0
74625	0	0
74650	0	0
74675	0	0
74700	0	0
74725	0.00059982	0.0003
74750	0.00059982	0.0003
74775	0.0009995	0.0005
74800	0	0
74825	0	0
74850	0.00059982	0.0003
74875	0.00039992	0.0002
74900	0.00019998	0.0001
74925	0	0
74950	0	0
74975	0	0
75000	0.0009995	0.0005
75025	0.00019998	0.0001
75050	0.00039992	0.0002
75075	0	0
75100	0.001998	0.001
75125	0.00079968	0.0004
